timestamp,USDT_ARS_Parallel_sell_price,USDT_ARS_TradingView_open,USDT_ARS_TradingView_close,USDT_ARS_TradingView_high,USDT_ARS_TradingView_low,USDT_ARS_TradingView_volume,USD_ARS_Official_open,USD_ARS_Official_close,USD_ARS_Official_high,USD_ARS_Official_low
2022-06-17,,,,,,,122.91,122.85,122.91,122.8
2022-06-18,,,,,,,,,,
2022-06-19,,,,,,,,,,
2022-06-20,,,,,,,122.85,122.85,122.85,122.85
2022-06-21,220.0,,,,,,122.85,123.67,123.72,122.78
2022-06-22,224.0,,,,,,123.67,123.85,123.87,123.56
2022-06-23,224.0,,,,,,123.85,124.08,124.08,123.73
2022-06-24,225.0,,,,,,124.08,124.24,124.26,124.08
2022-06-25,,,,,,,,,,
2022-06-26,,,,,,,,,,
2022-06-27,230.0,,,,,,124.24,124.66,124.72,124.24
2022-06-28,238.0,,,,,,124.66,124.87,124.88,124.58
2022-06-29,238.0,,,,,,124.87,125.04,125.04,124.87
2022-06-30,238.0,,,,,,125.04,125.21,125.21,125.04
2022-07-01,238.0,,,,,,125.21,125.45,125.45,125.21
2022-07-02,,,,,,,,,,
2022-07-03,,,,,,,,,,
2022-07-04,267.0,,,,,,125.45,125.96,126.0,125.45
2022-07-05,257.0,,,,,,125.96,126.18,126.2,125.83
2022-07-06,250.0,,,,,,126.18,126.36,126.39,126.06
2022-07-07,255.0,,,,,,126.36,126.42,126.57,126.36
2022-07-08,270.0,,,,,,126.42,126.66,126.79,126.06
2022-07-09,,,,,,,,,,
2022-07-10,,,,,,,,,,
2022-07-11,267.0,,,,,,126.66,127.35,127.38,126.66
2022-07-12,270.0,,,,,,127.35,127.58,127.58,127.35
2022-07-13,278.0,,,,,,127.58,127.82,127.82,127.45
2022-07-14,288.0,,,,,,127.82,128.0,128.01,127.82
2022-07-15,295.0,,,,,,128.0,128.22,128.24,128.0
2022-07-16,,,,,,,,,,
2022-07-17,,,,,,,,,,
2022-07-18,291.0,,,,,,128.22,128.75,128.91,128.22
2022-07-19,301.0,,,,,,128.75,129.14,129.14,128.75
2022-07-20,317.0,,,,,,129.14,129.38,129.4,129.14
2022-07-21,336.0,,,,,,129.38,129.59,129.61,129.38
2022-07-22,341.0,,,,,,129.59,129.73,129.78,129.47
2022-07-23,,,,,,,,,,
2022-07-24,,,,,,,,,,
2022-07-25,319.0,,,,,,129.73,130.39,130.4,129.47
2022-07-26,321.0,,,,,,130.39,130.54,130.67,130.26
2022-07-27,326.0,,,,,,130.54,130.9,130.9,130.54
2022-07-28,315.0,,,,,,130.9,131.12,131.12,130.75
2022-07-29,298.0,,,,,,131.12,131.26,131.27,131.12
2022-07-30,,,,,,,,,,
2022-07-31,,,,,,,,,,
2022-08-01,281.0,,,,,,131.26,131.89,131.95,131.12
2022-08-02,290.0,,,,,,131.89,132.06,132.19,131.52
2022-08-03,298.0,,,,,,132.06,132.41,132.41,132.06
2022-08-04,291.0,,,,,,132.41,132.64,132.65,132.06
2022-08-05,292.0,,,,,,132.64,132.78,132.95,132.13
2022-08-06,,,,,,,,,,
2022-08-07,,,,,,,,,,
2022-08-08,290.0,,,,,,132.85,133.56,133.56,132.85
2022-08-09,292.0,,,,,,133.56,133.83,133.83,133.44
2022-08-10,295.0,,,,,,133.83,134.0,134.06,133.71
2022-08-11,296.0,,,,,,134.0,134.25,134.27,133.88
2022-08-12,295.0,,,,,,134.25,134.58,134.58,134.25
2022-08-13,,,,,,,,,,
2022-08-14,,,,,,,,,,
2022-08-15,,,,,,,134.58,134.53,134.59,134.46
2022-08-16,291.0,,,,,,134.53,135.2,135.44,134.41
2022-08-17,291.0,,,,,,135.27,135.53,135.57,135.21
2022-08-18,293.0,,,,,,135.53,135.79,135.8,135.4
2022-08-19,293.0,,,,,,135.79,136.15,136.15,135.66
2022-08-20,,,,,,,,,,
2022-08-21,,,,,,,,,,
2022-08-22,292.0,,,,,,136.15,136.64,136.82,136.15
2022-08-23,297.0,,,,,,136.64,136.94,136.94,136.64
2022-08-24,295.0,,,,,,136.94,137.13,137.16,136.81
2022-08-25,292.0,,,,,,137.13,137.38,137.4,136.81
2022-08-26,291.0,,,,,,137.38,137.7,137.7,137.25
2022-08-27,,,,,,,,,,
2022-08-28,,,,,,,,,,
2022-08-29,292.0,,,,,,137.7,138.3,138.34,137.56
2022-08-30,291.0,,,,,,138.3,138.6,138.6,138.3
2022-08-31,290.0,,,,,,138.6,138.72,138.73,138.59
2022-09-01,289.0,,,,,,138.72,139.02,139.02,138.59
2022-09-02,285.0,,,,,,139.02,139.15,139.16,138.88
2022-09-03,,,,,,,,,,
2022-09-04,,,,,,,,,,
2022-09-05,269.0,,,,,,139.15,140.06,140.16,139.15
2022-09-06,272.0,,,,,,140.06,140.56,140.6,140.06
2022-09-07,278.0,,,,,,140.56,140.66,140.83,140.16
2022-09-08,281.0,,,,,,140.66,141.12,141.19,140.66
2022-09-09,274.0,,,,,,141.12,141.37,141.45,140.81
2022-09-10,,,,,,,,,,
2022-09-11,,,,,,,,,,
2022-09-12,273.0,,,,,,141.37,142.27,142.28,141.37
2022-09-13,273.0,,,,,,142.27,142.58,142.58,142.13
2022-09-14,276.0,,,,,,142.58,142.87,142.88,142.28
2022-09-15,275.0,,,,,,142.87,143.18,143.18,142.87
2022-09-16,277.0,,,,,,143.18,143.51,143.51,143.04
2022-09-17,,,,,,,,,,
2022-09-18,,,,,,,,,,
2022-09-19,277.0,,,,,,143.51,144.35,144.4,143.51
2022-09-20,286.0,,,,,,144.35,144.63,144.67,144.22
2022-09-21,289.0,,,,,,144.63,144.89,144.9,144.35
2022-09-22,285.0,,,,,,144.89,145.17,145.17,144.71
2022-09-23,288.0,,,,,,145.17,145.44,145.46,145.03
2022-09-24,,,,,,,,,,
2022-09-25,,,,,,,,,,
2022-09-26,286.0,,,,,,145.44,146.26,146.27,144.71
2022-09-27,291.0,,,,,,146.26,146.56,146.56,146.26
2022-09-28,290.0,,,,,,146.56,146.86,146.86,146.1
2022-09-29,288.0,,,,,,146.86,147.06,147.12,146.72
2022-09-30,288.0,,,,,,147.06,147.31,147.32,146.91
2022-10-01,,,,,,,,,,
2022-10-02,,,,,,,,,,
2022-10-03,284.0,,,,,,147.31,148.23,148.27,147.16
2022-10-04,282.0,,,,,,148.23,148.58,148.59,148.09
2022-10-05,282.0,,,,,,148.58,148.88,148.91,148.58
2022-10-06,276.0,,,,,,148.88,149.17,149.2,148.88
2022-10-07,,,,,,,149.17,149.18,149.18,149.17
2022-10-08,,,,,,,,,,
2022-10-09,,,,,,,,,,
2022-10-10,,,,,,,149.18,149.17,149.18,149.16
2022-10-11,279.0,,,,,,149.17,150.69,150.74,149.03
2022-10-12,288.0,,,,,,150.69,151.0,151.03,150.53
2022-10-13,291.0,,,,,,151.0,151.29,151.31,150.85
2022-10-14,290.0,,,,,,151.29,151.67,151.67,151.15
2022-10-15,,,,,,,,,,
2022-10-16,,,,,,,,,,
2022-10-17,287.0,,,,,,151.67,152.5,152.58,151.51
2022-10-18,290.0,,,,,,152.5,152.82,152.83,152.35
2022-10-19,292.0,,,,,,152.82,153.17,153.18,152.82
2022-10-20,291.0,,,,,,153.17,153.48,153.5,153.01
2022-10-21,290.0,,,,,,153.48,153.79,153.82,153.48
2022-10-22,,,,,,,,,,
2022-10-23,,,,,,,,,,
2022-10-24,291.0,,,,,,153.79,154.57,154.74,153.79
2022-10-25,293.0,,,,,,154.57,155.07,155.07,154.57
2022-10-26,292.0,,,,,,155.07,155.39,155.42,154.91
2022-10-27,290.0,,,,,,155.39,155.69,155.7,155.39
2022-10-28,291.0,,,,,,155.69,156.0,156.04,155.53
2022-10-29,,,,,,,,,,
2022-10-30,,,,,,,156.0,156.89,156.9,155.84
2022-10-31,291.0,,,,,,156.89,157.27,157.27,156.74
2022-11-01,290.0,,,,,,157.28,157.59,157.62,157.28
2022-11-02,291.0,,,,,,157.59,157.76,157.96,157.41
2022-11-03,289.0,,,,,,157.76,158.29,158.31,157.44
2022-11-04,287.0,,,,,,,,,
2022-11-05,,,,,,,,,,
2022-11-06,,,,,,,158.29,159.34,159.34,158.13
2022-11-07,290.0,,,,,,159.34,159.71,159.72,159.34
2022-11-08,290.0,,,,,,159.71,160.02,160.07,159.56
2022-11-09,291.0,,,,,,160.02,160.23,160.4,160.0
2022-11-10,292.0,,,,,,160.23,160.7,160.72,160.23
2022-11-11,293.0,,,,,,,,,
2022-11-12,,,,,,,,,,
2022-11-13,,,,,,,160.7,161.76,161.76,160.7
2022-11-14,293.0,,,,,,161.76,162.12,162.13,161.76
2022-11-15,302.0,,,,,,162.12,162.45,162.46,161.96
2022-11-16,307.0,,,,,,162.45,162.78,162.8,162.45
2022-11-17,307.0,,,,,,162.78,163.17,163.17,162.62
2022-11-18,306.0,,,,,,,,,
2022-11-19,,,,,,,,,,
2022-11-20,,,,,,,163.17,163.17,163.17,163.0
2022-11-21,,,,,,,163.17,164.49,164.52,163.0
2022-11-22,307.0,,,,,,164.49,164.75,164.83,164.49
2022-11-23,312.0,,,,,,164.75,165.17,165.17,164.75
2022-11-24,318.0,,,,,,165.17,165.58,165.61,165.03
2022-11-25,320.0,,,,,,,,,
2022-11-26,,,,,,,,,,
2022-11-27,,,,,,,165.58,166.6,166.64,165.58
2022-11-28,318.0,,,,,,166.6,166.96,166.97,166.41
2022-11-29,317.0,,,,,,166.96,167.28,167.3,166.79
2022-11-30,314.0,,,,,,167.28,167.55,167.72,167.25
2022-12-01,314.0,,,,,,167.55,168.08,168.1,167.55
2022-12-02,311.0,,,,,,,,,
2022-12-03,,,,,,,,,,
2022-12-04,,,,,,,168.08,169.14,169.14,168.07
2022-12-05,311.0,,,,,,169.14,169.49,169.59,169.14
2022-12-06,314.0,,,,,,169.49,169.71,169.9,169.32
2022-12-07,316.0,,,,,,169.71,169.71,169.85,169.71
2022-12-08,,,,,,,169.71,169.85,169.85,169.71
2022-12-09,,,,,,,,,,
2022-12-10,,,,,,,,,,
2022-12-11,,,,,,,169.85,171.19,171.43,169.85
2022-12-12,313.0,,,,,,171.28,171.78,171.78,171.28
2022-12-13,315.0,,,,,,171.78,172.05,172.13,171.6
2022-12-14,320.0,,,,,,172.05,172.4,172.43,171.6
2022-12-15,320.0,,,,,,172.4,172.69,172.74,172.24
2022-12-16,320.0,,,,,,,,,
2022-12-17,,,,,,,,,,
2022-12-18,,,,,,,172.69,173.6,173.66,172.24
2022-12-19,321.0,,,,,,173.6,173.91,173.93,173.44
2022-12-20,326.0,,,,,,173.91,174.26,174.26,173.44
2022-12-21,325.0,,,,,,174.26,174.53,174.59,174.09
2022-12-22,330.0,,,,,,174.53,174.82,174.87,174.09
2022-12-23,340.0,,,,,,,,,
2022-12-24,,,,,,,,,,
2022-12-25,,,,,,,174.82,175.72,175.75,174.82
2022-12-26,345.0,,,,,,175.72,176.05,176.08,175.56
2022-12-27,355.0,,,,,,176.05,176.38,176.38,175.88
2022-12-28,357.0,,,,,,176.38,176.78,176.78,176.38
2022-12-29,354.0,,,,,,176.78,176.74,177.13,176.6
2022-12-30,347.0,,,,,,,,,
2022-12-31,,,,,,,,,,
2023-01-01,,,,,,,176.74,178.1,178.1,176.74
2023-01-02,344.0,,,,,,178.1,178.36,178.45,178.1
2023-01-03,353.0,,,,,,178.36,178.47,178.66,178.36
2023-01-04,354.0,,,,,,178.57,178.93,178.96,178.57
2023-01-05,353.0,,,,,,178.93,179.24,179.25,178.76
2023-01-06,354.0,,,,,,,,,
2023-01-07,,,,,,,,,,
2023-01-08,,,,,,,179.24,180.1,180.15,179.06
2023-01-09,355.0,,,,,,180.1,180.38,180.41,180.09
2023-01-10,357.0,,,,,,180.38,180.67,180.69,180.19
2023-01-11,358.0,,,,,,180.67,180.97,180.97,180.66
2023-01-12,361.0,,,,,,180.97,181.25,181.28,180.78
2023-01-13,368.0,,,,,,,,,
2023-01-14,,,,,,,,,,
2023-01-15,,,,,,,181.25,182.15,182.15,181.25
2023-01-16,368.0,,,,,,182.15,182.49,182.5,182.15
2023-01-17,377.0,,,,,,182.49,182.8,182.8,182.49
2023-01-18,376.0,,,,,,182.8,183.1,183.13,182.62
2023-01-19,374.0,,,,,,183.1,183.44,183.44,183.1
2023-01-20,375.0,,,,,,,,,
2023-01-21,,,,,,,,,,
2023-01-22,,,,,,,183.44,184.36,184.38,183.25
2023-01-23,375.0,,,,,,184.36,184.49,184.7,184.18
2023-01-24,381.0,,,,,,184.49,184.84,185.04,184.49
2023-01-25,382.0,,,,,,184.84,185.31,185.32,184.84
2023-01-26,385.0,,,,,,185.31,185.61,185.65,185.12
2023-01-27,386.0,,,,,,,,,
2023-01-28,,,,,,,,,,
2023-01-29,,,,,,,185.61,186.56,186.58,185.43
2023-01-30,386.0,,,,,,186.56,186.98,186.98,186.56
2023-01-31,382.0,,,,,,186.98,187.24,187.32,186.79
2023-02-01,377.0,,,,,,187.26,187.57,187.63,187.25
2023-02-02,378.0,,,,,,187.57,188.0,188.0,187.38
2023-02-03,379.0,,,,,,,,,
2023-02-04,,,,,,,,,,
2023-02-05,,,,,,,188.0,189.1,189.11,188.0
2023-02-06,377.0,,,,,,189.1,189.51,189.51,189.1
2023-02-07,377.0,,,,,,189.51,189.84,189.88,189.32
2023-02-08,379.0,,,,,,189.84,190.19,190.22,189.84
2023-02-09,380.0,,,,,,190.19,190.51,190.54,190.0
2023-02-10,377.0,,,,,,,,,
2023-02-11,,,,,,,,,,
2023-02-12,,,,,,,190.51,191.65,191.65,190.28
2023-02-13,378.0,,,,,,191.65,191.99,192.02,191.65
2023-02-14,381.0,,,,,,191.99,192.37,192.45,191.79
2023-02-15,379.0,,,,,,192.37,192.82,192.82,192.37
2023-02-16,377.0,,,,,,192.82,192.99,193.2,192.81
2023-02-17,377.0,,,,,,,,,
2023-02-18,,,,,,,,,,
2023-02-19,,,,,,,192.99,192.99,192.99,192.99
2023-02-20,377.0,,,,,,192.99,192.98,193.18,192.98
2023-02-21,377.0,,,,,,192.98,194.95,194.99,192.98
2023-02-22,377.0,,,,,,194.95,195.31,195.35,194.75
2023-02-23,379.0,,,,,,195.31,195.7,195.75,195.12
2023-02-24,379.0,,,,,,,,,
2023-02-25,,,,,,,,,,
2023-02-26,,,,,,,195.7,196.79,196.81,195.7
2023-02-27,377.0,,,,,,196.78,197.15,197.17,196.78
2023-02-28,375.0,,,,,,197.15,197.55,197.58,197.15
2023-03-01,375.0,,,,,,197.55,197.86,197.91,197.55
2023-03-02,375.0,,,,,,197.86,198.27,198.27,197.66
2023-03-03,377.0,,,,,,,,,
2023-03-04,,,,,,,,,,
2023-03-05,,,,,,,198.27,199.34,199.35,198.07
2023-03-06,375.0,,,,,,199.34,199.66,199.68,199.34
2023-03-07,372.0,,,,,,199.66,199.97,200.03,199.47
2023-03-08,371.0,,,,,,199.97,200.35,200.38,199.97
2023-03-09,378.0,,,,,,200.35,200.73,200.74,200.15
2023-03-10,373.0,,,,,,,,,
2023-03-11,,,,,,,,,,
2023-03-12,,,,,,,200.73,200.64,200.73,200.53
2023-03-13,373.0,,,,,,200.64,202.09,202.18,200.64
2023-03-14,377.0,,,,,,202.09,202.56,202.56,201.88
2023-03-15,377.0,,,,,,202.56,202.93,202.95,202.51
2023-03-16,379.0,,,,,,202.93,203.33,203.35,202.93
2023-03-17,383.0,,,,,,,,,
2023-03-18,,,,,,,,,,
2023-03-19,,,,,,,203.33,204.51,204.52,203.12
2023-03-20,383.0,,,,,,204.51,205.01,205.01,204.31
2023-03-21,386.0,,,,,,205.01,205.36,205.41,204.81
2023-03-22,394.0,,,,,,205.36,205.75,205.79,205.36
2023-03-23,391.0,,,,,,205.75,205.54,205.75,205.54
2023-03-24,,,,,,,,,,
2023-03-25,,,,,,,,,,
2023-03-26,,,,,,,,,,
2023-03-27,389.0,,,,,,205.54,207.41,207.42,205.54
2023-03-28,390.0,,,,,,207.41,207.82,207.85,207.21
2023-03-29,397.0,,,,,,207.82,208.29,208.29,207.62
2023-03-30,393.0,,,,,,208.29,208.56,208.61,208.24
2023-03-31,393.0,,,,,,208.56,208.98,208.99,208.35
2023-04-01,,,,,,,,,,
2023-04-02,,,,,,,,,,
2023-04-03,395.0,,,,,,208.98,210.34,210.35,208.78
2023-04-04,392.0,,,,,,210.34,210.75,210.83,210.13
2023-04-05,392.0,,,,,,210.75,211.22,211.25,210.56
2023-04-06,,,,,,,211.22,211.23,211.23,211.0
2023-04-07,,,,,,,211.23,211.21,211.23,211.21
2023-04-08,,,,,,,,,,
2023-04-09,,,,,,,,,,
2023-04-10,392.0,,,,,,211.21,213.37,213.39,211.0
2023-04-11,391.0,,,,,,213.37,213.76,213.82,212.94
2023-04-12,394.0,,,,,,213.76,214.23,214.28,213.54
2023-04-13,398.0,,,,,,214.23,214.67,214.69,214.01
2023-04-14,400.0,,,,,,214.67,215.09,215.1,214.46
2023-04-15,,,,,,,,,,
2023-04-16,,,,,,,,,,
2023-04-17,408.0,,,,,,215.09,216.37,216.37,214.88
2023-04-18,,,,,,,216.37,216.93,216.93,216.16
2023-04-19,418.0,,,,,,216.93,217.46,217.49,216.72
2023-04-20,432.0,,,,,,217.46,217.99,218.05,217.46
2023-04-21,445.0,,,,,,217.99,218.5,218.51,217.78
2023-04-22,,,,,,,,,,
2023-04-23,,,,,,,,,,
2023-04-24,465.0,,,,,,218.5,220.22,220.25,218.28
2023-04-25,490.0,,,,,,220.22,220.87,220.89,220.0
2023-04-26,473.0,,,,,,220.87,221.53,221.58,220.66
2023-04-27,467.0,,,,,,221.53,222.0,222.04,221.31
2023-04-28,468.0,,,,,,222.0,222.64,222.64,221.78
2023-04-29,,,,,,,,,,
2023-04-30,,,,,,,,,,
2023-05-01,469.0,448.61,446.52,452.99,443.52,70753.45,222.64,222.68,222.68,222.64
2023-05-02,473.0,446.28,444.97,449.26,438.94,149568.3,,,,
2023-05-03,468.0,444.6,442.13,448.37,438.99,118330.16,,,,
2023-05-04,468.0,443.63,440.56,446.0,439.49,103135.35,225.7,225.65,225.7,225.65
2023-05-05,469.0,439.22,444.4,446.23,428.96,143911.39,225.67,226.2,226.67,225.44
2023-05-06,,445.7,444.89,446.55,443.0,66363.39,,,,
2023-05-07,,445.11,447.38,449.74,444.9,41488.38,,,,
2023-05-08,469.0,448.44,445.99,450.24,444.31,78994.24,226.2,226.2,226.2,226.2
2023-05-09,471.0,447.27,445.7,449.15,444.25,95200.1,227.6,228.05,228.1,227.38
2023-05-10,471.0,445.88,445.98,448.09,444.53,136101.19,228.09,228.52,228.55,227.87
2023-05-11,475.0,446.7,452.46,452.71,445.2,98911.08,228.52,228.95,229.0,228.52
2023-05-12,474.0,453.04,453.65,481.6,447.85,225997.55,228.95,229.2,229.4,228.72
2023-05-13,,455.26,453.15,458.5,448.57,84627.53,,,,
2023-05-14,,454.2,453.72,454.99,452.54,47506.67,,,,
2023-05-15,477.0,453.95,462.96,464.71,451.8,84115.54,229.2,230.64,230.65,229.2
2023-05-16,488.0,463.55,470.67,477.65,461.45,141670.99,230.64,231.1,231.24,230.41
2023-05-17,487.0,471.01,469.22,476.25,461.17,137704.33,231.1,231.6,231.85,230.87
2023-05-18,486.0,469.27,476.7,478.94,467.78,168025.79,231.6,232.1,232.3,231.37
2023-05-19,488.0,476.7,478.04,481.91,476.15,101178.89,232.1,232.75,232.85,231.88
2023-05-20,,478.97,476.38,480.37,476.13,69379.35,,,,
2023-05-21,,477.0,476.59,478.5,475.85,66093.57,,,,
2023-05-22,488.0,476.76,481.03,481.19,474.17,189337.18,232.75,234.32,234.5,232.57
2023-05-23,491.0,480.56,479.64,482.52,477.56,198846.84,234.32,234.92,234.94,234.13
2023-05-24,492.0,479.87,480.22,482.48,478.21,253419.68,234.92,235.72,235.72,234.69
2023-05-25,493.0,479.44,478.17,480.38,477.51,90203.75,235.72,235.72,235.72,235.49
2023-05-26,493.0,479.02,475.54,479.57,474.79,83789.22,235.72,235.72,235.72,235.49
2023-05-27,,474.92,472.31,475.57,471.19,78857.35,,,,
2023-05-28,,471.5,475.94,476.25,470.98,63843.89,,,,
2023-05-29,492.0,476.03,479.55,479.65,473.07,153791.25,235.72,238.15,238.15,235.72
2023-05-30,492.0,478.85,475.59,482.24,473.9,281958.35,238.15,238.8,238.85,237.96
2023-05-31,490.0,477.15,479.43,479.43,475.8,153046.44,238.8,239.47,239.47,238.8
2023-06-01,488.0,479.42,478.4,481.34,477.55,234358.31,239.47,240.15,240.17,239.22
2023-06-02,490.0,479.09,479.66,481.2,478.5,225294.97,240.15,240.82,240.82,240.0
2023-06-03,,479.4,480.35,489.5,479.06,123714.27,,,,
2023-06-04,,480.26,480.25,480.7,479.56,72069.75,,,,
2023-06-05,488.0,480.16,483.45,487.56,478.25,338594.01,240.82,242.45,242.59,240.82
2023-06-06,486.0,482.44,478.55,485.19,477.8,239542.75,242.45,243.19,243.2,242.25
2023-06-07,484.0,478.96,482.59,485.8,478.06,285112.72,243.19,243.5,243.85,242.94
2023-06-08,485.0,483.1,486.89,488.27,481.64,288279.61,243.5,244.39,244.4,243.5
2023-06-09,484.0,486.83,487.5,489.0,483.74,342556.85,244.39,244.97,245.02,244.15
2023-06-10,,489.23,487.54,490.8,485.3,181324.97,,,,
2023-06-11,,487.91,487.0,488.31,485.25,107627.73,,,,
2023-06-12,483.0,486.63,488.4,489.35,485.98,242613.7,244.97,246.72,246.82,244.72
2023-06-13,486.0,489.0,490.03,491.88,488.3,215214.94,246.72,247.12,247.35,246.35
2023-06-14,494.0,490.03,494.05,497.5,489.99,374137.0,247.12,247.94,247.94,246.85
2023-06-15,487.0,493.85,490.5,494.95,483.0,259396.25,247.94,248.47,248.65,247.69
2023-06-16,492.0,490.62,488.9,491.85,487.36,200768.76,248.47,249.27,249.35,248.22
2023-06-17,,488.62,488.43,488.77,488.33,114820.0,,,,
2023-06-18,,488.76,489.06,489.26,488.71,94127.38,,,,
2023-06-19,,489.22,485.22,489.47,484.82,84857.88,249.27,249.31,249.31,249.27
2023-06-20,,485.9,484.19,486.65,480.5,125469.17,249.31,249.31,249.31,249.06
2023-06-21,491.0,484.2,492.52,494.93,482.1,324742.97,249.31,251.87,252.1,249.06
2023-06-22,493.0,492.53,498.22,499.47,491.69,416437.99,251.87,252.57,252.57,251.87
2023-06-23,496.0,498.56,502.54,505.07,497.76,330083.32,252.57,253.02,253.1,252.57
2023-06-24,,501.08,497.23,502.38,496.98,113973.46,,,,
2023-06-25,,499.99,499.27,501.99,496.31,118999.6,,,,
2023-06-26,492.0,499.64,500.59,501.78,497.35,270796.07,253.02,254.39,254.67,253.02
2023-06-27,494.0,500.59,499.66,502.37,498.31,328124.33,254.39,255.2,255.2,254.1
2023-06-28,495.0,501.22,496.86,502.42,496.4,228174.86,255.2,255.87,255.87,254.96
2023-06-29,493.0,498.04,495.96,499.49,494.61,358718.93,255.87,256.2,256.32,255.59
2023-06-30,493.0,495.16,496.19,498.5,494.2,351812.46,256.2,256.7,256.72,256.2
2023-07-01,,497.38,497.21,498.43,495.65,258823.95,,,,
2023-07-02,,496.81,496.5,497.81,495.14,161837.31,,,,
2023-07-03,494.0,496.05,493.85,497.44,492.2,362046.34,256.7,257.94,258.3,256.7
2023-07-04,495.0,493.54,495.71,496.75,492.44,576471.45,259.05,259.05,259.05,259.05
2023-07-05,493.0,495.11,497.79,499.25,494.67,328806.72,259.05,259.57,259.92,258.9
2023-07-06,491.0,498.09,502.35,504.0,497.93,393538.67,259.57,260.35,260.45,259.3
2023-07-07,492.0,501.28,502.58,504.18,499.0,422502.26,260.35,260.95,261.02,260.11
2023-07-08,,502.73,503.0,503.98,502.31,190207.68,,,,
2023-07-09,,503.07,502.74,504.12,502.37,140801.39,,,,
2023-07-10,495.0,503.25,502.86,503.95,500.12,331069.52,260.97,262.54,262.75,260.7
2023-07-11,499.0,502.8,506.65,507.5,502.75,272434.11,262.54,263.2,263.35,262.27
2023-07-12,499.0,506.76,508.84,510.64,505.31,318685.51,263.2,263.97,263.97,262.95
2023-07-13,506.0,508.83,515.85,516.35,506.81,588746.89,263.97,264.37,264.55,263.71
2023-07-14,520.0,516.61,528.35,529.95,516.14,465081.59,264.37,265.0,265.19,264.1
2023-07-15,,528.43,527.5,528.65,526.61,203861.16,,,,
2023-07-16,,527.69,529.47,529.47,527.47,113344.83,,,,
2023-07-17,521.0,529.62,527.0,531.55,524.94,393186.35,265.0,266.74,266.8,265.0
2023-07-18,519.0,526.83,518.41,527.77,518.05,445352.57,266.74,267.34,267.65,266.48
2023-07-19,527.0,518.45,521.86,522.96,516.8,420714.45,267.34,268.0,268.3,267.34
2023-07-20,525.0,521.54,521.23,523.14,519.11,362542.75,268.0,268.55,268.8,268.0
2023-07-21,528.0,520.95,522.0,523.26,519.5,238823.87,268.55,269.4,269.45,268.55
2023-07-22,,521.59,521.21,522.39,520.76,183176.02,,,,
2023-07-23,,522.2,524.16,524.76,519.46,123217.0,,,,
2023-07-24,550.0,524.46,536.53,537.03,523.8,406963.72,269.4,271.02,271.29,269.4
2023-07-25,541.0,536.89,532.52,542.28,529.56,343554.71,271.02,271.6,271.74,270.75
2023-07-26,547.0,532.16,536.64,541.88,528.61,405375.98,271.62,272.45,272.45,271.33
2023-07-27,550.0,536.72,537.42,539.15,534.48,294894.45,272.45,272.95,273.05,272.45
2023-07-28,551.0,537.62,536.65,542.0,532.92,417443.95,272.95,273.6,273.7,272.95
2023-07-29,,537.04,535.04,538.85,533.64,178822.6,,,,
2023-07-30,,534.76,536.45,537.2,533.59,140453.24,,,,
2023-07-31,550.0,536.43,540.53,542.19,532.67,320889.26,273.6,275.25,275.27,273.6
2023-08-01,558.0,540.27,548.21,552.23,537.0,473782.46,275.25,276.17,276.17,275.25
2023-08-02,558.0,547.48,561.0,572.55,546.38,405942.63,276.17,277.35,277.35,275.88
2023-08-03,574.0,561.86,570.42,588.24,558.85,424792.3,277.35,278.05,278.35,277.35
2023-08-04,572.0,570.0,576.3,578.11,565.8,412878.9,278.05,279.25,279.35,278.05
2023-08-05,,576.15,577.04,578.2,574.01,193978.05,,,,
2023-08-06,,576.85,576.93,578.4,572.78,157709.25,,,,
2023-08-07,594.0,576.8,591.7,596.76,574.68,384141.54,279.25,283.15,283.2,279.25
2023-08-08,590.0,591.9,596.12,602.4,584.3,425678.9,283.15,284.05,284.35,283.15
2023-08-09,598.0,596.75,592.2,601.52,581.5,398747.37,284.05,285.15,285.25,284.05
2023-08-10,606.0,592.92,595.73,597.12,587.4,465762.37,285.15,286.15,286.2,284.87
2023-08-11,607.0,597.6,616.85,620.55,592.6,630281.22,286.15,287.3,287.3,286.15
2023-08-12,,616.94,637.04,646.37,611.82,378531.25,,,,
2023-08-13,,636.97,651.74,673.25,613.36,441358.22,,,,
2023-08-14,685.0,652.23,645.4,672.47,632.91,867213.07,287.3,349.87,349.97,287.3
2023-08-15,715.0,645.37,710.23,717.0,642.5,603080.21,349.87,349.95,350.02,349.58
2023-08-16,780.0,710.25,738.98,746.36,710.08,624609.94,349.97,349.95,350.0,349.95
2023-08-17,760.0,739.97,732.9,753.5,715.95,594739.59,349.95,349.95,349.97,349.61
2023-08-18,735.0,733.0,725.39,742.5,713.9,370491.64,349.95,349.95,350.02,349.94
2023-08-19,,725.31,708.88,729.19,703.13,211628.28,,,,
2023-08-20,,711.3,711.55,719.95,704.28,121563.52,,,,
2023-08-21,,711.47,701.42,718.5,696.18,207780.35,349.95,349.67,350.02,349.67
2023-08-22,725.0,702.04,730.34,733.9,689.9,375161.68,349.67,349.95,350.02,349.52
2023-08-23,735.0,730.17,733.95,739.85,723.0,338689.34,349.95,349.97,350.0,349.52
2023-08-24,725.0,734.25,737.96,743.95,725.49,336521.06,349.97,349.95,349.97,349.95
