timestamp,USDT_ARS_Parallel_sell_price,USDT_ARS_TradingView_open,USDT_ARS_TradingView_close,USDT_ARS_TradingView_high,USDT_ARS_TradingView_low,USDT_ARS_TradingView_volume,USD_ARS_Official_open,USD_ARS_Official_close,USD_ARS_Official_high,USD_ARS_Official_low
2024-10-26,1225.0,1183.18,1180.1,1184.75,1176.55,1076455.04,,,,
2024-10-27,1225.0,1180.1,1181.47,1181.95,1175.94,1168238.11,984.5,987.0,987.74,984.5
2024-10-28,1225.0,1180.14,1168.98,1182.0,1164.3,3275731.76,987.5,987.5,987.74,987.5
2024-10-29,1220.0,1167.47,1159.44,1170.7,1147.93,2844106.48,987.5,988.5,989.24,987.5
2024-10-30,1195.0,1159.28,1159.51,1169.0,1153.61,3387838.96,988.5,990.0,990.0,988.5
2024-10-31,1180.0,1159.41,1159.26,1166.75,1153.55,2429978.93,990.0,990.0,990.0,989.5
2024-11-01,1190.0,1159.2,1165.45,1172.78,1154.05,2380876.52,,,,
2024-11-02,1190.0,1165.5,1172.76,1176.85,1160.63,1242403.78,,,,
2024-11-03,1190.0,1175.99,1178.8,1184.5,1171.11,1010971.32,990.0,992.5,992.5,990.0
2024-11-04,1190.0,1178.8,1177.3,1183.0,1167.55,3136648.12,992.5,992.5,992.74,992.5
2024-11-05,1170.0,1174.3,1170.45,1179.35,1161.01,3273900.57,992.5,992.74,992.74,992.5
2024-11-06,1135.0,1166.61,1155.19,1175.35,1150.99,3355943.6,992.74,993.5,994.24,992.74
2024-11-07,1135.0,1155.19,1148.73,1161.9,1146.3,3513010.44,993.5,993.5,994.0,993.5
2024-11-08,1120.0,1148.74,1145.17,1155.09,1122.16,3060926.94,,,,
2024-11-09,1135.0,1145.19,1147.5,1153.45,1141.7,1648495.72,,,,
2024-11-10,1135.0,1147.5,1146.01,1154.2,1144.75,1692784.12,993.5,998.0,998.0,993.5
2024-11-11,1135.0,1146.01,1154.65,1159.0,1142.05,3872233.98,998.0,997.5,998.0,997.5
2024-11-12,1135.0,1154.7,1153.44,1159.95,1145.4,3201857.81,997.5,998.0,998.24,997.5
2024-11-13,1135.0,1153.39,1158.6,1161.0,1147.3,3437980.84,998.0,998.5,998.74,998.0
2024-11-14,1140.0,1158.6,1149.45,1163.9,1140.7,2761377.61,998.5,998.0,999.0,998.0
2024-11-15,1140.0,1149.65,1135.72,1158.09,1123.57,3262728.76,,,,
2024-11-16,1140.0,1135.67,1140.95,1142.75,1132.55,1900818.45,,,,
2024-11-17,1140.0,1141.97,1143.3,1145.5,1138.3,1375549.52,998.0,998.48,998.49,998.0
2024-11-18,1140.0,1144.2,1148.95,1154.99,1140.76,1884453.33,998.48,1001.5,1002.24,998.48
2024-11-19,1140.0,1148.95,1132.25,1155.15,1122.14,3493912.79,1001.5,1002.5,1002.74,1001.5
2024-11-20,1135.0,1132.26,1119.55,1134.4,1118.09,3330238.34,1002.5,1003.5,1004.0,1002.5
2024-11-21,1135.0,1120.53,1121.52,1129.67,1113.2,3675616.99,1003.5,1004.0,1004.0,1003.0
2024-11-22,1130.0,1121.41,1125.16,1129.97,1113.32,4434437.66,,,,
2024-11-23,1135.0,1127.39,1133.76,1143.7,1122.36,2505040.64,,,,
2024-11-24,1135.0,1128.49,1128.57,1136.85,1122.16,1364217.79,1004.0,1006.0,1006.49,1004.0
2024-11-25,1135.0,1127.68,1117.0,1130.65,1110.55,3819428.16,1006.0,1007.0,1007.24,1006.0
2024-11-26,1130.0,1117.0,1118.13,1123.1,1109.26,3234054.56,1007.0,1007.5,1008.0,1007.0
2024-11-27,1135.0,1118.28,1115.58,1120.74,1103.51,3126105.05,1007.5,1009.0,1009.0,1007.5
2024-11-28,1125.0,1116.2,1115.15,1122.7,1107.11,3580815.23,1009.0,1010.0,1010.0,1008.5
2024-11-29,1120.0,1112.66,1115.22,1128.5,1104.53,3729341.56,,,,
2024-11-30,1120.0,1112.52,1114.74,1120.0,1109.06,1983218.88,,,,
2024-12-01,1120.0,1114.4,1116.05,1119.0,1108.55,1840539.52,1011.24,1011.24,1011.24,1011.24
2024-12-02,1120.0,1112.46,1108.14,1119.39,1097.5,4414586.76,1012.0,1011.5,1012.24,1011.5
2024-12-03,1100.0,1107.15,1095.89,1111.6,1085.44,3841756.51,1011.5,1012.0,1012.5,1011.5
2024-12-04,1090.0,1095.85,1096.16,1101.3,1083.6,4220161.53,1012.0,1012.0,1013.49,1012.0
2024-12-05,1080.0,1091.9,1091.88,1100.72,1079.56,4936951.49,1012.0,1012.5,1013.24,1012.0
2024-12-06,1055.0,1091.88,1075.95,1094.9,1065.34,3655821.76,,,,
2024-12-07,1050.0,1075.95,1078.1,1082.49,1072.05,2308430.59,,,,
2024-12-08,1050.0,1078.09,1076.37,1081.8,1073.43,1808563.67,1012.5,1015.5,1015.74,1012.5
2024-12-09,1050.0,1076.11,1081.63,1085.42,1069.3,5052053.46,1015.5,1016.0,1016.5,1015.5
2024-12-10,1065.0,1081.44,1082.99,1094.95,1073.65,4083133.26,1016.0,1016.5,1016.74,1016.0
2024-12-11,1070.0,1083.3,1081.37,1088.49,1076.03,3115679.76,1016.5,1018.0,1018.0,1016.5
2024-12-12,1080.0,1081.32,1087.63,1092.0,1075.06,4477366.02,1018.0,1017.5,1018.0,1017.5
2024-12-13,1095.0,1087.41,1108.05,1111.89,1085.4,4433840.11,,,,
2024-12-14,1105.0,1108.05,1114.91,1121.68,1108.05,1831714.19,,,,
2024-12-15,1105.0,1116.14,1115.65,1120.55,1112.05,1488516.23,1017.5,1020.5,1020.5,1017.5
2024-12-16,1105.0,1115.65,1134.76,1140.5,1110.0,4388394.66,1020.5,1020.0,1021.0,1020.0
2024-12-17,1125.0,1134.77,1177.18,1179.48,1131.51,3969940.23,1020.0,1022.0,1022.0,1020.0
2024-12-18,1165.0,1177.23,1194.68,1211.84,1168.2,5223685.08,1022.0,1021.5,1022.0,1021.5
2024-12-19,1205.0,1194.68,1193.97,1212.99,1164.95,5596918.99,1021.5,1022.0,1022.5,1021.5
2024-12-20,1175.0,1196.35,1195.44,1208.39,1166.35,5392487.43,,,,
2024-12-21,1160.0,1195.48,1198.2,1207.35,1181.5,2516204.7,,,,
2024-12-22,1160.0,1198.26,1206.8,1209.99,1191.39,1627106.16,1022.0,1025.5,1025.5,1022.0
2024-12-23,1160.0,1206.15,1201.27,1212.39,1183.47,6617632.94,1025.5,1025.5,1025.5,1025.5
2024-12-24,1200.0,1201.4,1205.97,1211.2,1194.0,4626743.41,1025.5,1025.5,1025.5,1025.5
2024-12-25,1200.0,1207.24,1205.05,1209.2,1198.54,1135103.01,1025.5,1028.5,1028.5,1025.5
2024-12-26,1200.0,1204.05,1211.7,1216.3,1198.76,8187356.65,1028.5,1028.5,1028.5,1027.01
2024-12-27,1210.0,1211.7,1214.49,1223.85,1192.58,6380714.06,,,,
2024-12-28,1215.0,1214.64,1215.55,1219.96,1210.7,2195797.19,,,,
2024-12-29,1215.0,1215.22,1217.16,1220.35,1212.79,1374499.64,1028.5,1030.0,1030.5,1028.5
2024-12-30,1215.0,1217.48,1224.12,1228.85,1203.66,9508025.32,1030.0,1030.0,1030.0,1030.0
2024-12-31,1230.0,1224.15,1229.06,1235.25,1219.05,2157064.86,1030.0,1030.0,1030.0,1030.0
2025-01-01,1230.0,1229.26,1221.55,1232.43,1220.65,1119543.92,1030.0,1031.7,1031.74,1030.0
2025-01-02,1230.0,1221.6,1205.24,1228.19,1196.75,7940798.26,1031.7,1032.0,1032.5,1031.51
2025-01-03,1215.0,1205.53,1200.85,1207.7,1189.2,5877877.17,,,,
2025-01-04,1205.0,1200.8,1205.12,1208.2,1195.6,2396959.35,,,,
2025-01-05,1205.0,1204.78,1205.67,1210.48,1201.8,1469259.03,1032.0,1034.5,1034.74,1032.0
2025-01-06,1205.0,1207.22,1207.93,1212.61,1198.08,13247543.11,1034.5,1035.0,1035.24,1034.5
2025-01-07,1205.0,1210.8,1210.72,1215.95,1201.01,6446646.72,1035.5,1035.5,1035.74,1035.5
2025-01-08,1215.0,1210.67,1211.87,1215.45,1198.53,8600664.63,1035.5,1036.7,1036.74,1035.5
2025-01-09,1220.0,1210.49,1210.55,1216.4,1200.82,6422185.27,1036.7,1036.5,1036.7,1036.5
2025-01-10,1220.0,1211.6,1214.23,1216.56,1206.91,10067950.43,,,,
2025-01-11,1225.0,1215.1,1216.72,1222.44,1210.51,1456126.92,,,,
2025-01-12,1225.0,1219.02,1220.04,1229.15,1215.3,3335398.68,1036.5,1039.0,1039.24,1036.5
2025-01-13,1225.0,1219.15,1217.81,1233.35,1208.05,7746649.35,1039.0,1040.0,1040.24,1039.0
2025-01-14,1250.0,1218.15,1215.75,1221.85,1206.63,11568323.69,1040.0,1040.5,1040.74,1040.0
2025-01-15,1240.0,1214.15,1210.37,1219.3,1201.98,17748782.77,1040.5,1041.2,1041.24,1040.5
2025-01-16,1225.0,1210.35,1212.32,1217.23,1204.93,14028930.19,1041.2,1041.5,1041.74,1041.01
2025-01-17,1235.0,1215.03,1213.5,1217.56,1207.36,8175185.48,,,,
2025-01-18,1235.0,1213.72,1223.25,1224.9,1208.17,3061414.94,,,,
2025-01-19,1235.0,1224.53,1223.04,1237.65,1213.88,6220721.94,1041.5,1045.5,1045.5,1041.5
2025-01-20,1235.0,1223.99,1221.86,1231.95,1213.05,9746860.59,1045.5,1046.0,1046.0,1044.51
2025-01-21,1240.0,1222.08,1215.42,1225.04,1212.58,8737599.96,1046.0,1047.0,1047.0,1045.51
2025-01-22,1235.0,1213.41,1212.13,1217.03,1205.62,10873083.48,1047.0,1046.5,1047.0,1046.01
2025-01-23,1240.0,1212.3,1208.88,1214.75,1198.77,10032191.76,1046.5,1046.0,1047.0,1046.0
2025-01-24,1240.0,1204.6,1198.53,1206.62,1175.94,16386944.5,,,,
2025-01-25,1225.0,1199.9,1202.51,1205.0,1192.99,2216774.36,,,,
2025-01-26,1225.0,1202.7,1203.8,1209.1,1198.7,3286207.62,1046.0,1049.5,1050.49,1046.0
2025-01-27,1225.0,1201.54,1197.7,1207.64,1192.58,14006352.41,1049.5,1050.0,1050.24,1049.5
2025-01-28,1230.0,1196.71,1195.5,1202.88,1189.73,10556358.37,1050.0,1051.0,1051.0,1050.0
2025-01-29,1230.0,1193.83,1192.49,1198.65,1189.2,10966146.53,1051.0,1051.0,1051.99,1051.0
2025-01-30,1220.0,1190.4,1197.18,1200.34,1187.9,11495568.22,1051.0,1050.5,1051.0,1050.5
2025-01-31,1220.0,1201.05,1204.2,1210.65,1199.55,11352353.9,,,,
2025-02-01,1220.0,1204.83,1209.33,1212.34,1201.12,3504992.3,,,,
2025-02-02,1220.0,1209.28,1216.16,1226.47,1201.1,5771405.07,1050.5,1053.0,1053.25,1050.5
2025-02-03,1220.0,1215.91,1212.32,1223.72,1205.35,13485782.64,1053.0,1053.5,1053.62,1053.0
2025-02-04,1220.0,1214.89,1212.81,1216.85,1206.95,10565951.62,1053.5,1053.75,1054.12,1053.5
2025-02-05,1215.0,1210.74,1212.33,1216.65,1207.75,5478124.38,1053.75,1053.75,1054.12,1053.75
2025-02-06,1215.0,1212.58,1215.1,1218.75,1207.09,7210012.65,1053.75,1053.25,1054.0,1053.01
2025-02-07,1210.0,1215.68,1213.87,1217.4,1208.75,8881436.54,,,,
2025-02-08,1205.0,1212.95,1214.26,1216.47,1212.03,2047361.64,,,,
2025-02-09,1205.0,1215.45,1212.3,1217.78,1206.88,2886596.47,1053.25,1055.75,1055.75,1053.25
2025-02-10,1205.0,1209.51,1205.93,1213.45,1202.45,11274568.7,1055.75,1055.5,1055.75,1055.5
2025-02-11,1205.0,1207.01,1205.9,1209.91,1202.95,9346832.59,1055.5,1056.25,1056.25,1055.5
2025-02-12,1215.0,1205.98,1208.7,1211.13,1203.86,3794479.71,1056.25,1056.8,1056.8,1056.25
2025-02-13,1220.0,1208.7,1211.05,1213.12,1205.64,8397366.78,1056.8,1056.0,1056.8,1056.0
2025-02-14,1225.0,1210.44,1211.51,1214.02,1203.7,9758950.12,,,,
2025-02-15,1220.0,1215.85,1217.78,1220.21,1211.01,1639563.38,,,,
2025-02-16,1220.0,1219.16,1224.47,1226.51,1214.47,2613039.39,1056.0,1059.25,1059.25,1056.0
2025-02-17,1220.0,1228.19,1238.44,1244.35,1221.62,7007405.06,1059.25,1058.0,1059.25,1058.0
2025-02-18,1235.0,1235.94,1226.74,1238.5,1217.62,5185510.57,1058.0,1058.5,1058.5,1058.0
2025-02-19,1235.0,1227.03,1227.85,1230.81,1222.88,5165361.53,1058.5,1058.75,1059.0,1058.5
2025-02-20,1225.0,1228.03,1227.78,1230.71,1221.75,8875707.15,1058.75,1058.25,1058.75,1058.25
2025-02-21,1225.0,1228.98,1232.8,1242.8,1220.78,12435255.85,,,,
2025-02-22,1230.0,1231.14,1228.26,1233.72,1225.65,1744693.13,,,,
2025-02-23,1230.0,1226.0,1227.33,1230.92,1223.59,2397235.42,1058.25,1060.0,1060.37,1058.25
2025-02-24,1230.0,1228.16,1226.62,1230.91,1223.32,8489413.85,1060.0,1060.5,1060.75,1060.0
2025-02-25,1240.0,1228.45,1229.42,1232.58,1224.77,7758427.11,1060.5,1061.0,1061.12,1060.5
2025-02-26,1240.0,1228.12,1228.13,1231.61,1223.26,8172559.59,1061.0,1061.75,1061.99,1061.0
2025-02-27,1230.0,1227.72,1231.41,1234.62,1223.95,7394136.83,1061.75,1063.5,1063.74,1061.26
2025-02-28,1225.0,1231.9,1237.32,1241.05,1227.26,7809426.51,,,,
2025-03-01,1230.0,1236.46,1236.35,1243.72,1227.39,4718313.62,,,,
2025-03-02,1230.0,1236.05,1238.0,1241.09,1231.05,4860358.95,1063.5,1063.6,1063.6,1063.5
2025-03-03,1230.0,1238.8,1235.74,1241.85,1232.65,4179286.64,1063.6,1063.7,1063.7,1063.6
2025-03-04,1230.0,1234.75,1233.69,1237.64,1225.08,6655828.39,1063.7,1063.5,1063.7,1063.01
2025-03-05,1230.0,1235.36,1239.41,1241.12,1230.52,7390371.52,1063.5,1063.5,1063.75,1063.5
2025-03-06,1225.0,1237.87,1238.92,1243.0,1232.05,9090917.38,1063.5,1064.75,1065.0,1063.5
2025-03-07,1215.0,1238.1,1235.38,1239.57,1228.1,7370043.94,,,,
2025-03-08,1215.0,1237.86,1236.5,1240.38,1233.07,1741699.18,,,,
2025-03-09,1215.0,1237.3,1237.34,1239.88,1232.55,3583035.69,1064.75,1065.25,1065.5,1064.75
2025-03-10,1215.0,1235.65,1237.58,1241.2,1231.72,10191036.4,1065.25,1065.5,1065.75,1065.25
2025-03-11,1225.0,1236.2,1238.16,1240.1,1232.64,9442284.84,1065.5,1065.75,1066.1,1065.5
2025-03-12,1220.0,1238.1,1241.31,1242.34,1234.66,3062777.21,1065.75,1066.25,1066.25,1065.75
2025-03-13,1230.0,1241.57,1245.77,1248.68,1239.4,3167691.92,1066.25,1065.75,1066.75,1065.75
2025-03-14,1235.0,1248.43,1253.03,1254.59,1245.65,3089619.45,,,,
2025-03-15,1240.0,1252.11,1254.82,1257.24,1250.75,1212106.97,,,,
2025-03-16,1240.0,1254.82,1261.01,1264.62,1251.5,1836536.44,1065.75,1067.5,1068.5,1065.75
2025-03-17,1240.0,1261.01,1295.4,1296.87,1259.81,4088598.71,1067.5,1067.75,1068.25,1067.5
2025-03-18,1255.0,1295.76,1301.18,1319.33,1277.35,4415625.27,1067.75,1068.75,1069.0,1067.75
2025-03-19,1285.0,1299.95,1294.45,1315.0,1268.5,2774514.31,1068.75,1068.7,1069.0,1068.51
2025-03-20,1280.0,1295.91,1301.24,1307.66,1279.01,2281196.9,1068.7,1068.37,1068.7,1068.01
2025-03-21,1265.0,1301.25,1313.3,1314.33,1297.11,2874399.5,,,,
2025-03-22,1280.0,1313.3,1311.75,1316.04,1308.11,899382.13,,,,
2025-03-23,1280.0,1311.71,1313.65,1316.5,1307.18,1273730.92,1068.4,1068.4,1068.4,1068.39
2025-03-24,1280.0,1313.7,1312.25,1316.35,1307.74,2320459.34,1068.4,1070.5,1070.75,1068.4
2025-03-25,1280.0,1312.12,1311.32,1315.31,1302.73,5956486.42,1070.5,1071.0,1071.25,1070.5
2025-03-26,1295.0,1312.05,1314.17,1317.68,1302.71,5112127.6,1071.0,1071.25,1071.62,1071.0
2025-03-27,1310.0,1313.05,1314.6,1321.39,1298.23,4367578.58,1071.25,1070.5,1071.25,1070.01
2025-03-28,1300.0,1318.34,1325.15,1333.59,1311.08,5235078.39,,,,
2025-03-29,1300.0,1322.93,1329.5,1336.16,1318.7,1638202.54,,,,
2025-03-30,1300.0,1328.95,1326.87,1336.09,1322.78,2974956.56,,,,
2025-03-31,1300.0,1327.22,1328.44,1339.86,1317.39,6587248.25,1070.5,1073.0,1073.12,1070.5
2025-04-01,1325.0,1325.83,1326.26,1329.55,1315.76,4248330.7,1073.0,1072.6,1073.0,1072.26
2025-04-02,1315.0,1326.22,1326.8,1333.54,1317.98,5976531.24,1072.6,1072.8,1072.84,1072.6
2025-04-03,1315.0,1326.03,1328.7,1333.96,1322.16,7005260.4,1072.8,1074.25,1074.25,1072.51
2025-04-04,1310.0,1329.38,1338.07,1339.66,1328.0,5473388.68,1074.25,1073.25,1074.25,1072.51
2025-04-05,1310.0,1339.36,1344.98,1353.85,1338.69,2543703.37,,,,
2025-04-06,1310.0,1345.32,1354.9,1366.4,1342.6,3748648.89,,,,
2025-04-07,1310.0,1362.0,1375.66,1379.74,1360.3,3196790.81,1073.25,1075.0,1076.0,1073.25
2025-04-08,1345.0,1378.79,1384.36,1394.89,1365.02,10013517.83,1075.0,1075.5,1075.75,1075.0
2025-04-09,1360.0,1380.06,1365.07,1388.02,1353.2,6670119.14,1075.5,1076.25,1076.62,1075.5
2025-04-10,1355.0,1368.98,1359.5,1380.81,1347.34,7651121.23,1076.25,1076.0,1076.63,1076.0
2025-04-11,1365.0,1341.39,1334.74,1365.25,1155.2,10426246.09,1076.0,1074.0,1076.0,1074.0
2025-04-12,1375.0,1332.78,1324.55,1338.69,1311.62,3907117.33,,,,
2025-04-13,1375.0,1319.0,1279.2,1324.75,1255.5,5964628.33,,,,
2025-04-14,1375.0,1279.2,1260.76,1288.4,1228.75,13294745.37,1074.0,1194.5,1204.0,1074.0
2025-04-15,1285.0,1263.64,1241.84,1285.77,1192.34,11194767.03,1194.5,1197.0,1200.0,1190.01
2025-04-16,1275.0,1231.61,1205.56,1233.41,1195.6,11979118.49,1197.0,1136.0,1197.0,1135.01
2025-04-17,1250.0,1203.4,1205.22,1209.84,1200.28,2276499.39,1136.0,1136.0,1137.99,1136.0
2025-04-18,1250.0,1205.65,1207.11,1212.8,1201.53,1218180.54,1136.0,1136.0,1136.0,1135.99
2025-04-19,1250.0,1207.12,1206.73,1212.49,1202.71,1796957.35,,,,
2025-04-20,1250.0,1203.56,1188.03,1207.25,1180.93,3910565.91,,,,
2025-04-21,1155.0,1175.78,1144.45,1176.49,1130.46,4806616.29,1136.0,1091.0,1136.0,1070.51
2025-04-22,1155.0,1144.32,1176.64,1185.38,1131.2,4509281.29,1091.0,1101.0,1102.0,1065.01
2025-04-23,1185.0,1175.43,1198.66,1202.0,1161.45,4867911.52,1101.0,1160.0,1160.0,1090.01
2025-04-24,1235.0,1198.66,1215.27,1228.99,1195.75,4019812.69,1160.0,1174.0,1183.0,1150.01
2025-04-25,1210.0,1214.88,1209.45,1219.8,1195.91,4060847.91,1174.0,1168.0,1180.0,1161.01
2025-04-26,1210.0,1209.45,1210.56,1214.65,1207.16,1494180.78,,,,
2025-04-27,1210.0,1210.55,1209.73,1212.75,1207.86,941527.26,1168.0,1177.0,1184.0,1153.01
2025-04-28,1210.0,1207.7,1202.41,1209.55,1189.65,4132482.04,1177.0,1164.0,1183.0,1163.01
2025-04-29,1200.0,1201.22,1203.94,1205.97,1196.12,3978767.66,1164.0,1170.5,1174.0,1155.01
2025-04-30,1190.0,1203.94,1205.4,1206.65,1199.94,2596612.1,1170.5,1170.5,1170.5,1170.5
2025-05-01,1185.0,1203.95,1204.8,1205.75,1200.65,1374202.74,1170.5,1172.73,1172.73,1170.5
2025-05-02,1185.0,1204.7,1204.92,1205.9,1200.53,2119435.11,,,,
2025-05-03,1185.0,1204.82,1205.69,1206.64,1202.51,1179486.74,,,,
2025-05-04,1185.0,1205.69,1206.25,1208.14,1202.66,530492.31,1170.5,1200.0,1200.0,1160.01
2025-05-05,1185.0,1207.14,1208.38,1210.18,1201.66,4192731.58,1200.0,1200.0,1200.0,1200.0
2025-05-06,1200.0,1210.51,1212.7,1215.0,1208.28,2228355.28,1194.0,1143.0,1204.5,1143.0
2025-05-07,1185.0,1195.2,1178.68,1200.24,1171.14,4484901.38,1143.0,1143.0,1143.0,1143.0
2025-05-08,1175.0,1170.13,1162.82,1171.95,1156.46,4614897.97,1110.0,1110.0,1110.0,1110.0
2025-05-09,1175.0,1162.56,1163.72,1168.35,1152.45,4894427.24,,,,
2025-05-10,1175.0,1171.5,1171.16,1174.55,1164.65,1076701.89,,,,
2025-05-11,1175.0,1165.4,1164.45,1170.83,1156.95,2852699.62,1125.0,1129.0,1132.0,1116.01
2025-05-12,1170.0,1165.22,1164.76,1168.53,1157.68,4406583.63,1129.0,1129.0,1129.0,1129.0
2025-05-13,1160.0,1162.7,1163.88,1165.72,1156.3,3110078.79,1124.5,1124.5,1124.5,1124.5
2025-05-14,1165.0,1163.9,1163.83,1171.0,1160.35,2787931.29,1131.0,1131.0,1131.0,1131.0
2025-05-15,1160.0,1167.69,1177.22,1178.46,1165.32,3443676.84,1137.5,1142.0,1148.0,1130.01
2025-05-16,1165.0,1175.76,1180.2,1181.82,1175.12,2449401.75,,,,
2025-05-17,1165.0,1178.5,1179.73,1181.72,1177.55,506082.34,,,,
2025-05-18,1165.0,1177.96,1179.06,1182.22,1173.66,541502.95,1142.0,1142.0,1142.0,1142.0
2025-05-19,1170.0,1174.76,1173.13,1179.05,1166.29,3082875.7,1138.0,1138.0,1138.0,1138.0
2025-05-20,1170.0,1173.74,1175.72,1177.22,1172.95,2598340.77,1142.5,1142.5,1142.5,1142.5
2025-05-21,1175.0,1173.7,1169.83,1175.25,1166.49,4503662.81,1146.0,1135.5,1148.0,1135.01
2025-05-22,1165.0,1169.83,1167.31,1172.93,1164.45,2844418.33,1135.5,1135.5,1135.5,1135.5
2025-05-23,1170.0,1164.8,1169.93,1169.95,1162.76,3071641.17,,,,
2025-05-24,1170.0,1168.63,1169.8,1170.8,1167.6,496959.51,,,,
2025-05-25,1170.0,1169.5,1167.75,1170.7,1165.2,2323160.41,1131.0,1143.0,1144.0,1125.01
2025-05-26,1170.0,1167.5,1169.95,1170.68,1165.96,2305390.47,1143.0,1143.0,1143.0,1143.0
2025-05-27,1165.0,1174.9,1181.08,1183.01,1173.3,1847385.1,1156.0,1156.0,1156.0,1156.0
2025-05-28,1170.0,1182.62,1181.2,1185.76,1176.12,2652462.27,1160.0,1160.0,1160.0,1160.0
2025-05-29,1170.0,1188.16,1200.66,1202.34,1186.65,1254938.38,1183.0,1183.0,1183.0,1183.0
2025-05-30,1180.0,1201.17,1207.95,1213.76,1201.01,2572503.19,,,,
2025-05-31,1180.0,,,,,,,,,
